date,temp_max,temp_min,precipitation,rainy_day,event_count,wildfire_count,storm_count,event_day,is_weekend
2025-01-29,1.9,-8.1,3.7,0,0.0,0.0,0.0,0,0
2025-01-30,-0.8,-12.5,0.0,0,0.0,0.0,0.0,0,0
2025-01-31,1.7,-2.0,0.7,0,0.0,0.0,0.0,0,0
2025-02-01,0.2,-14.7,0.1,0,0.0,0.0,0.0,0,1
2025-02-02,-2.4,-14.2,1.2,0,0.0,0.0,0.0,0,1
2025-02-03,1.2,-5.1,2.6,0,0.0,0.0,0.0,0,0
2025-02-04,0.2,-8.9,2.0,0,0.0,0.0,0.0,0,0
2025-02-05,-6.4,-10.9,0.0,0,0.0,0.0,0.0,0,0
2025-02-06,0.3,-7.8,2.6,0,0.0,0.0,0.0,0,0
2025-02-07,0.5,-8.1,0.6,0,0.0,0.0,0.0,0,0
2025-02-08,-2.7,-10.6,0.8,0,0.0,0.0,0.0,0,1
2025-02-09,-0.8,-4.9,9.3,1,0.0,0.0,0.0,0,1
2025-02-10,-4.3,-8.1,0.2,0,0.0,0.0,0.0,0,0
2025-02-11,-4.0,-10.1,0.2,0,0.0,0.0,0.0,0,0
2025-02-12,-5.3,-10.6,0.9,0,0.0,0.0,0.0,0,0
2025-02-13,1.7,-6.1,18.1,1,0.0,0.0,0.0,0,0
2025-02-14,-4.2,-8.1,0.0,0,0.0,0.0,0.0,0,0
2025-02-15,-1.0,-9.2,6.6,1,0.0,0.0,0.0,0,1
2025-02-16,-0.4,-7.3,21.5,1,0.0,0.0,0.0,0,1
2025-02-17,-6.9,-10.7,0.4,0,0.0,0.0,0.0,0,0
2025-02-18,-8.7,-12.6,1.7,0,0.0,0.0,0.0,0,0
2025-02-19,-8.8,-15.4,1.1,0,0.0,0.0,0.0,0,0
2025-02-20,-10.1,-12.6,0.6,0,0.0,0.0,0.0,0,0
2025-02-21,-6.8,-12.6,0.0,0,0.0,0.0,0.0,0,0
2025-02-22,-3.7,-11.4,0.0,0,0.0,0.0,0.0,0,1
2025-02-23,-0.4,-4.5,0.3,0,0.0,0.0,0.0,0,1
2025-02-24,3.8,-2.8,0.0,0,0.0,0.0,0.0,0,0
2025-02-25,3.9,1.5,0.3,0,0.0,0.0,0.0,0,0
2025-02-26,2.1,-4.4,0.0,0,0.0,0.0,0.0,0,0
2025-02-27,2.9,-2.1,5.4,1,0.0,0.0,0.0,0,0
2025-02-28,2.5,-8.1,1.0,0,0.0,0.0,0.0,0,0
2025-03-01,3.5,-10.8,0.4,0,0.0,0.0,0.0,0,1
2025-03-02,-6.2,-20.1,0.1,0,0.0,0.0,0.0,0,1
2025-03-03,0.8,-10.4,0.0,0,0.0,0.0,0.0,0,0
2025-03-04,3.8,-2.2,0.6,0,0.0,0.0,0.0,0,0
2025-03-05,6.5,1.7,15.1,1,0.0,0.0,0.0,0,0
2025-03-06,4.9,-5.2,1.7,0,0.0,0.0,0.0,0,0
2025-03-07,0.0,-4.0,0.0,0,0.0,0.0,0.0,0,0
2025-03-08,-1.2,-7.7,3.6,0,0.0,0.0,0.0,0,1
2025-03-09,4.3,-4.4,0.0,0,0.0,0.0,0.0,0,1
2025-03-10,7.4,0.2,0.0,0,0.0,0.0,0.0,0,0
2025-03-11,9.7,1.3,0.0,0,0.0,0.0,0.0,0,0
2025-03-12,0.2,-4.8,0.0,0,0.0,0.0,0.0,0,0
2025-03-13,6.1,-1.9,0.0,0,0.0,0.0,0.0,0,0
2025-03-14,7.4,-1.4,0.0,0,0.0,0.0,0.0,0,0
2025-03-15,13.1,5.2,1.4,0,0.0,0.0,0.0,0,1
2025-03-16,13.6,8.4,24.2,1,0.0,0.0,0.0,0,1
2025-03-17,7.1,-2.5,0.0,0,0.0,0.0,0.0,0,0
2025-03-18,11.6,-0.3,0.0,0,0.0,0.0,0.0,0,0
2025-03-19,16.5,4.4,0.0,0,0.0,0.0,0.0,0,0
2025-03-20,11.2,3.2,2.3,0,0.0,0.0,0.0,0,0
